ID,Nom du producteur,Pays,Continent,Région / Ville,Type de producteur,Produits principaux,Bio,Équitable,Certification,Site internet,Email,Téléphone,WhatsApp,LinkedIn,Instagram,Facebook,Contact / Responsable,Adresse,Source,Notes
ETH-00406,COOPERATIVA ANTIOQUEÑA DE CAFETEROS (COANCAFÉ),Colombie,Amérique latine & Caraïbes,"Medellín, Antioquia",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,Non trouvé,+57 574 2358875,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Antonio Jose OCampo Bedoya,Calle 33 # 66B 221,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
ETH-00407,COOPERATIVA ANTIOQUEÑA DE TRABAJADORES GRUPO CAFETERO (COOAGRUPO),Colombie,Amérique latine & Caraïbes,"Medellín, Antioquia",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,somoscafe@coagrupo.com,+57 574 4445834,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Karen Juliedt Atehortua Rivera,Carrera 50 # 50 14,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
ETH-00408,COOPERATIVA CAFEANCOOP,Colombie,Amérique latine & Caraïbes,"Marsella, Risaralda",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,ampa993@hotmail.com,+57 576 3685098,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Didier Ortiz Arcila,Carrera 9 # 16 05,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
ETH-00409,COOPERATIVA CAFETERA,Colombie,Amérique latine & Caraïbes,"Marsella, Risaralda",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,coopecafe@hotmail.com,+57 576 3131141,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Juan Carlos Ruíz Vélez,COOPECAFE Calle 18 # 11-23,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
ETH-00410,COOPERATIVA CAFETERA AGRARIA LTDA (CAFEAGRARIA),Colombie,Amérique latine & Caraïbes,"Tuluá, Valle de Cauca",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,cafeagraria@yahoo.com,+57 572 2249327,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Luis Fernando Garcia Rodríguez,Calle 27 # 30 94 Oficina 210,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
ETH-00411,COOPERATIVA CAFETERA DE COLOMBIA (CAFÉCOL),Colombie,Amérique latine & Caraïbes,"Manizales, Caldas",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,cafecolmanizales@yahoo.es,+57 576 8821370,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Nicolás Augusto Hincapie Ramírez,Carrera 14 # 20-32,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
ETH-00412,COOPERATIVA CAFETERA DE GIRARDOT (PRECOFFEE LTDA),Colombie,Amérique latine & Caraïbes,"Girardot, Cudinamarca",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,Non trouvé,+57 571 8311112,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Wilson Montaña Romero,Carrera 10 # 30-108,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
ETH-00413,COOPERATIVA CAFETERA DE LA COSTA (CAFICOSTA),Colombie,Amérique latine & Caraïbes,"Barranquilla, Atlántico",Coopérative de caficulteurs,Café,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,http://caficosta.com/contactenos/,cafetostado@caficosta.com,+57 575 4331217,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Juan Carlos García Medina,Calle 74 # 46 – 78 Centro Comercial Plaza 74 Local 2,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/ ; Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/ ; Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html ; Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,"Autres emails : gerencia@caficosta.com, contador@caficosta.com | FLO-ID 20997 — statut certification : Certified — organisme : FLOCERT"
ETH-00414,COOPERATIVA CAFETERA DE LA COSTA – CAFICOSTA,Colombie,Amérique latine & Caraïbes,"Valledupar, Cesar",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,sedevalledupar@caficosta.com,+57 575 5802080,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Calle 22 # 7 A -17 12 de octubre,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
ETH-00415,COOPERATIVA CAFETERA DE LA REGIÓN ANDINA (COANDINA),Colombie,Amérique latine & Caraïbes,"Aranzazu, Caldas",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,coandiana05@hotmail.com,+57 576 8510070,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Ismenia lezcano Piedrahita,Calle 8 # 6-25,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
ETH-00416,COOPERATIVA CAFETERA DE OCCIDENTE LTDA,Colombie,Amérique latine & Caraïbes,"La Plata, Huila",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,coffeeoccidente@gmail.com,+57 578 8376354,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,COFFEOOCIDENTE Carrera 3 # 2 84,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
ETH-00417,COOPERATIVA CAFETERA DE TRANSPORTADORES,Colombie,Amérique latine & Caraïbes,"Cartago, Valle de Cauca",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,contadoraluzdelly@gmail.com,+57 572 2126868,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,CAFETRANS Calle 10 # 55-108,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
ETH-00418,COOPERATIVA CAFETERA DEL EJE (COPECAEJE),Colombie,Amérique latine & Caraïbes,"Dos Quebradas, Risaralda",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,copecaeje@gmail.com,+57 576 3420101,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Calle 32 # 10 74,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
ETH-00419,COOPERATIVA CAFETERA DEL NORORIENTE COLOMBIANO LTDA (COOPECAFENOR LTDA),Colombie,Amérique latine & Caraïbes,"Bucaramanga, Santander",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,secretariagerencia@coopecafenor.com,+57 577 6712024,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Francisco Angarita Fernández,Carrera 15 # 17 – 06 Barrio Gaitán,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,"Autres emails : gerencia@coopecafenor.com, contadora@coopecafenor.com"
ETH-00420,COOPERATIVA CAFETERA DEL NORTE DE CALDAS (NORCAFÉ),Colombie,Amérique latine & Caraïbes,"Aranzazu, Caldas",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,norcafe_aranzazu@hotmail.com,+57 576 8510070,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Jose Domingo Hernandes Montoya,Carrera 6 # 5-01,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
ETH-00421,COOPERATIVA CAFETEROS DE ROVIRA (CAFEROVIRA),Colombie,Amérique latine & Caraïbes,"Rovira, Tolima",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,caferovira@hotmail.com,+57 3142826483,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Carrera 5 # 3 – 53 Barrio Centro,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
ETH-00422,COOPERATIVA CAFICULTORES DE DOLORES LTDA. (CAFIDOLORES),Colombie,Amérique latine & Caraïbes,"Ibagué, Tolima",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,Non trouvé,+57 578 2268427,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Álvaro González Arévalo,Carrera 23 # 8-24,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
ETH-00423,COOPERATIVA CAFÉUNIÓN,Colombie,Amérique latine & Caraïbes,"Santa Rosa de Cabal, Risaralda",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,ampa@telesat.net.co,+57 576 3644867,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Carlos Ariel Ortiz Giraldo,Sector Italia Vía Manizales,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
ETH-00424,COOPERATIVA CENTRAL DE CAFICULTORES DEL HUILA (COOCENTRAL),Colombie,Amérique latine & Caraïbes,"Garzón, Huila",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,angie.macia@coocentral.co,+57 578 8332141,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Luis Mauricio Rivera Vargas,Carrera 12 # 2 – 55 Centro Comercial El Molino,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/ ; Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,"Autres emails : mauricio.vargas@coocentral.co, yorleni.cerquera@coocentral.co, coocentral.direccionfinaniera@gmail.com"
ETH-00425,COOPERATIVA COFFECOOP,Colombie,Amérique latine & Caraïbes,"Belalcazar, Caldas",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,Non trouvé,+57 576 3117857,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Carrera 4 # 18 03,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
ETH-00426,COOPERATIVA COMERCIALIZADORA CAFÉ HUILA,Colombie,Amérique latine & Caraïbes,"Neiva, Huila",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,Non trouvé,+57 578 8739337,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Vía Secadero Km 7,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
ETH-00427,COOPERATIVA COMERCIALIZADORA DE BIENES AGROPECUARIOS (BIENAGRO),Colombie,Amérique latine & Caraïbes,"Medellín, Antioquia",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,bienagroadmon@une.net.co,+57 574 3529711,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Carrera 53 # 1-78 Piso 2,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
ETH-00428,COOPERATIVA COMERCIALIZADORA DE CAFÉ LTDA,Colombie,Amérique latine & Caraïbes,"Guadalupe, Huila",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,cuestacafeltda@hotmail.com,+57 3112767754,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Calle 2 # 4 – 58,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/ ; Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
ETH-00429,COOPERATIVA COMERCIALIZADORA DE CAFÉ Y GRANOS DEL MUNICIPIO DE TESALIA LTDA (COFFEEPER LTDA),Colombie,Amérique latine & Caraïbes,"Tesalia, Huila",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,dicamp_asesorias@hotmail.com,+57 578 8759159,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Reinaldo Pérez González,Vereda Santa Rosa,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
ETH-00430,COOPERATIVA COMERCIALIZADORA DE CAFÉ Y PASILLA (COMERCAFÉ),Colombie,Amérique latine & Caraïbes,"Aranzazu, Caldas",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,comercafe@yahoo.es,+57 576 8510070,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Hernan Jaramilla Gomez,Calle 6 # 5-01,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
ETH-00431,COOPERATIVA COMERCIALIZADORA DE CAFÉ Y PRODUCTOS AGRÍCOLAS DE MARQUETALIA (COOPROMAR),Colombie,Amérique latine & Caraïbes,"Manizales, Caldas",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,Non trouvé,+57 576 8567061,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Tomás Antonio Quiceno Ramírez,Calle La Aldea # 2A 29,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
ETH-00432,COOPERATIVA COMERCIALIZADORA-EXPORTADORA DE CAFÉ,Colombie,Amérique latine & Caraïbes,"Tello, Huila",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,contabilidad@trimercedes.com,+57 578 8734904,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Calle 5A # 4A – 27,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
ETH-00433,COOPERATIVA DE ACOPIO Y COMERCIALIZACIÓN DEL CAFÉ (CODEACOM LTDA),Colombie,Amérique latine & Caraïbes,"Dos Quebradas, Risaralda",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,codeacom@hotmail.com,+57 576 3281891,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Gonzalo Arnulfo Espinosa Vinasco,Carrera 16 # 70-32,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
ETH-00434,COOPERATIVA DE AHORRO Y CRED. DE EMPL.CAFICULT.Y COOMERSA LTDA. (CAFICOM),Colombie,Amérique latine & Caraïbes,"Ibagué, Tolima",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,luzmary.delgadillo@cafitolima.com,+57 578 2641322,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Alberto Agudelo Moreno,Carrera 4A BIS # 34 50 Barrio Cádiz,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
ETH-00435,COOPERATIVA DE BRACEROS DEL CAFÉ LIMITADA (COOBRAQUINDÍO LTDA),Colombie,Amérique latine & Caraïbes,"Ocaña, Norte de Santander",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,Non trouvé,+57 576 7471148,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Km 2 Vía al Valle del Cauca (ALMACAFÉ),Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
ETH-00436,COOPERATIVA DE CAFE ESPECIAL «EL GUACHARO DE ACEVEDO»,Colombie,Amérique latine & Caraïbes,"Acevedo, Huila",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,Non trouvé,+57 3118375404,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Carrera 4 # 7 50,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
ETH-00437,COOPERATIVA DE CAFETALEROS DEL NORTE DEL VALLE,Colombie,Amérique latine & Caraïbes,"Cartago, Valle de Cauca",Coopérative de caficulteurs,Café,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,cafenorte@cafenort.com.co,+57 572 2143810,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Julián Alberto González Espinal,CAFÉNORTE Calle 10 # 6 – 87,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/ ; Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,Autres emails : gerencia@cafenorte.com.co | FLO-ID 25198 — statut certification : Certified — organisme : FLOCERT
ETH-00438,COOPERATIVA DE CAFETEROS (COOCAFE),Colombie,Amérique latine & Caraïbes,"Agustín Codazzi, Cesar",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,Non trouvé,+57 575 5765249,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Carrera 16 # 9-110,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
ETH-00439,COOPERATIVA DE CAFETEROS DE NARIÑO (COCNARIÑO),Colombie,Amérique latine & Caraïbes,"Albán, Nariño",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,Non trouvé,+57 572 7200612,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Luciano Rosales Ordoñez,Plaza Principal,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
ETH-00440,COOPERATIVA DE CAFETEROS DEL ORIENTE,Colombie,Amérique latine & Caraïbes,"Ocaña, Norte de Santander",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,Non trouvé,+57 576 7464553,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Hernán Castaño Gómez,Calle 19 # 15-66,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
ETH-00441,COOPERATIVA DE CAFETEROS UNIDOS (CAFEUNO),Colombie,Amérique latine & Caraïbes,"Medellín, Antioquia",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,Non trouvé,+57 574 2358875,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Marta Maria OCampo Henao,Calle 33 # 66-B-221,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
ETH-00442,COOPERATIVA DE CAFICULTORES CALARCÁ LTDA (COOCAFÉ LTDA),Colombie,Amérique latine & Caraïbes,"Calarcá, Norte de Santander",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,coocafenal@telecom.com.co,+57 576 7475328,Non trouvé,Non trouvé,Non trouvé,Non trouvé,José Guillermo Jaramillo Cárdenas,"Km 7 Vía al Valle del Cauca, Sector La Ye",Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
ETH-00443,COOPERATIVA DE CAFICULTORES DE AGUADAS LTDA,Colombie,Amérique latine & Caraïbes,"Aguadas, Caldas",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,secretaria@coopaguadas.co,+57 576 8514466,Non trouvé,Non trouvé,Non trouvé,Non trouvé,César Julio Diaz Lasso,Carrera 6 # 4-19,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
ETH-00444,COOPERATIVA DE CAFICULTORES DE ANDES LTDA (COOPERAN),Colombie,Amérique latine & Caraïbes,"Andes, Antioquia",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,info@cooperande.com,+57 574 8414211,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Juan David Rendon Canaveral,Carrera 50 # 49A-52 P2,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,"Autres emails : info@delosandescooperativa.com, sandra.garcia@delosandescooperativa.com, yenny.restrepo@delosandescooperativa.com"
ETH-00445,COOPERATIVA DE CAFICULTORES DE ANSERMA,Colombie,Amérique latine & Caraïbes,"Anserma, Caldas",Coopérative de caficulteurs,Café,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,informacion@cooperativaanserma.com.co,+57 576 8532512,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Antonio Jose Restrepo Montonya,Carrera 5 # 22-04,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/ ; Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,Autres emails : coopcafianserma@coopcafianserma.com | FLO-ID 3559 — statut certification : Certified — organisme : FLOCERT
ETH-00446,COOPERATIVA DE CAFICULTORES DE ANTIOQUIA LTDA (CCA),Colombie,Amérique latine & Caraïbes,"Medellín, Antioquia",Coopérative de caficulteurs,Café,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,rafael.gomez@cafedeantioquia.com,+57 574 2505286,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Rafael Ignacio Gomz Giraldo,Carrera 77 # 34 – 41 Laureles,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/ ; Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,Autres emails : comunicaciones@cafedeantioquia.com | FLO-ID 21429 — statut certification : Certified — organisme : FLOCERT
ETH-00447,COOPERATIVA DE CAFICULTORES DE BELALCAZAR-VITERBO,Colombie,Amérique latine & Caraïbes,"Manizales, Caldas",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,coop1528@col2.telecom.com.co,+57 576 8601010,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Olmedo Pineda García,Calle 12 # 3 16,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
ETH-00448,COOPERATIVA DE CAFICULTORES DE CAICEDONIA LTDA (CAFÉCAICEDONIA),Colombie,Amérique latine & Caraïbes,"Caicedonia, Valle de Cauca",Coopérative de caficulteurs,Café,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,coopcaficultores@ert.com,+57 572 2160614,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Humberto Potes Mora,Calle 5 # 15 47,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/ ; Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 29691 — statut certification : Certified — organisme : FLOCERT
ETH-00449,COOPERATIVA DE CAFICULTORES DE CUCUTILLA LTDA,Colombie,Amérique latine & Caraïbes,"Cucuta, Norte de Santander",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,cooperativanortesantandereana@latinmail.com,+57 577 5836255,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Humberto López Alzate,Avenida 7 # 2-37 Barrio EL Callejon,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
ETH-00450,COOPERATIVA DE CAFICULTORES DE FREDONIA LTDA.,Colombie,Amérique latine & Caraïbes,"Fredonia, Antioquia",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,Non trouvé,+57 574 8401066,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Edificio del Café, Plaza Principal",Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
ETH-00451,COOPERATIVA DE CAFICULTORES DE GUALIVA LTDA (COOGUALIVA),Colombie,Amérique latine & Caraïbes,"La Vega, Cudinamarca",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,Non trouvé,+57 571 8458841,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Guillermo Montaño,Carrera 3 # 17 98,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
ETH-00452,COOPERATIVA DE CAFICULTORES DE JERICO LTDA. (COOJER LTDA),Colombie,Amérique latine & Caraïbes,"Medellín, Antioquia",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,coojer@md.impsat.net.co,+57 574 3125500,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Jorge Mario Gomez Osorio,Calle 14 # 48 61 Local 395,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
ETH-00453,COOPERATIVA DE CAFICULTORES DE LA SIERRA NEVADA DE SANTA MARTA (COOAGRONEVADA),Colombie,Amérique latine & Caraïbes,"Santa Marta, Magdalena",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,cooagronevada@gmail.com,+57 575 4228074,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Sandra Iveth Palacios Martínez,Carrera 14 # 4 21,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
ETH-00454,COOPERATIVA DE CAFICULTORES DE LENGUPA LTDA (COOCAFICULTORES LENGUPA),Colombie,Amérique latine & Caraïbes,"Miraflores, Boyacá",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,Non trouvé,+57 578 7330234,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Calle 6 # 8A-20,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
ETH-00455,COOPERATIVA DE CAFICULTORES DE MANIZALES (COOPMANIZALES),Colombie,Amérique latine & Caraïbes,"Manizales, Caldas",Coopérative de caficulteurs,Café,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,manuel.villegas@cooperativamanizales.com,+57 576 8400050,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Manuel José Villegas Gonzáles,"Km 11 Vía al Magdalena, Recinto del Pensamiento Jaime Restrepo",Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/ ; Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/ ; Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,"Autres emails : gloria.diaz@cooperativamanizales.com, coopcafi@cooperativamanizales.com | FLO-ID 21323 — statut certification : Certified — organisme : FLOCERT"
ETH-00456,COOPERATIVA DE CAFICULTORES DE MARSELLA (CAFIMARSELLA),Colombie,Amérique latine & Caraïbes,"Marsella, Risaralda",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,cooperativamarsella@hotmail.com,+57 576 3685745,Non trouvé,Non trouvé,Non trouvé,Non trouvé,María Eugenia,Carrera 9 # 16 30,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
ETH-00457,COOPERATIVA DE CAFICULTORES DE MONTENEGRO LTDA (COOPECAFÉ MONTENEGRO),Colombie,Amérique latine & Caraïbes,"Montenegro, Norte de Santander",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,coocafmg@netxos.com.co,+57 576 7535620,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Consuelo Posada Díaz,Carrera 5 Calle 24 Esquina,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
